Comments,Surrounding Code Context,Class,Predicted Class
/*skip the dot*/,"-2.       if(ptr) {
-1.         long num;

/*skip the dot*/

1.         num = strtol(ptr, &ptr, 10);
2.         if(num) {
3.           req->testno = num;
4.           if(req->testno > 10000) {
5.             req->partno = req->testno % 10000;
6.             req->testno /= 10000;
7.             logmsg(""found test %d in requested host name"", req->testno);
8.           }
9.           else
10.             req->partno = 0;",Not Useful,1
/*not complete yet*/,"
    logmsg(""request not complete yet"");



/*not complete yet*/

111",Not Useful,1
/*find the last slash in the line*/,"-1.     char *ptr;

/*find the last slash in the line*/

1.     ptr = strrchr(line, '/');
2.     if(ptr) {",Not Useful,1
/*skip the slash*/,"-1.       }

/*skip the slash*/

111",Not Useful,1
/*closes connection*/,"-10. {
-9.   FILE *stream;
-8.   int error;
-7.   stream = test2fopen(req->testno);
-6.   req->close = FALSE;
-5.   req->connmon = FALSE;
-4.   if(!stream) {
-3.     error = errno;
-2.     logmsg(""fopen() failed with error: %d %s"", error, strerror(error));
-1.     logmsg(""  Couldn't open test file %ld"", req->testno);

/*closes connection*/

111",Not Useful,0
/*header found*/,"-10.   unsigned short connect_port; /* the port number CONNECT used */
-9.   size_t checkindex; /* where to start checking of the request */
-8.   size_t offset;     /* size of the incoming request */
-7.   long testno;       /* test number found in the request */
-6.   long partno;       /* part number found in the request */
-5.   bool open;      /* keep connection open info, as found in the request */
-4.   bool auth_req;  /* authentication required, don't wait for body unless
-3.                      there's an Authorization header */
-2.   bool auth;      /* Authorization header present in the incoming request */
-1.   size_t cl;      /* Content-Length of the incoming request */
  bool digest;    /* Authorization digest header found */

/*header found*/

111",Not Useful,1
/*NTLM found*/,"-1.     req->partno += 1002;

/*NTLM found*/

1.     logmsg(""Received NTLM type-3, sending back data %ld"", req->partno);
2.     if(req->cl) {
3.       logmsg(""  Expecting %zu POSTed bytes"", req->cl);
4.     }
5.   }
6.   else if(!req->ntlm &&
7.           strstr(req->reqbuf, ""Authorization: NTLM TlRMTVNTUAAB"")) {",Not Useful,1
/*NTLM found*/,"-1.     req->partno += 1002;

/*NTLM found*/

1.     logmsg(""Received NTLM type-3, sending back data %ld"", req->partno);
2.     if(req->cl) {
3.       logmsg(""  Expecting %zu POSTed bytes"", req->cl);
4.     }
5.   }
6.   else if(!req->ntlm &&
7.           strstr(req->reqbuf, ""Authorization: NTLM TlRMTVNTUAAB"")) {",Not Useful,1
/*we allow upgrade and there was one!*/,"-2.   }
-1.   if(req->upgrade && strstr(req->reqbuf, ""Upgrade:"")) {

/*we allow upgrade and there was one!*/

1.     logmsg(""Found Upgrade: in request and allows it"");
2.     req->upgrade_request = TRUE;
3.   }
4.   if(req->cl > 0) {
5.     if(req->cl <= req->offset - (end - req->reqbuf) - strlen(end_of_headers))",Not Useful,0
/*continue with business as usual*/,"-10.   bool persistent = TRUE;
-9.   bool sendfailure = FALSE;
-8.   size_t responsesize;
-7.   int error = 0;
-6.   int res;
-5.   const char *responsedump = is_proxy?RESPONSE_PROXY_DUMP:RESPONSE_DUMP;
-4.   static char weare[256];
-3.   switch(req->rcmd) {
-2.   default:
-1.   case RCMD_NORMALREQ:

/*continue with business as usual*/

1.   case RCMD_STREAM:
2. #define STREAMTHIS ""a string to stream 01234567890\n""
3.     count = strlen(STREAMTHIS);
4.     for(;;) {
5.       written = swrite(sock, STREAMTHIS, count);
6.       if(got_exit_signal)
7.         return -1;
8.       if(written != (ssize_t)count) {
9.         logmsg(""Stopped streaming"");
10.         break;",Not Useful,1
/*Do nothing. Sit idle. Pretend it rains.*/,"-10.       written = swrite(sock, STREAMTHIS, count);
-9.       if(got_exit_signal)
-8.         return -1;
-7.       if(written != (ssize_t)count) {
-6.         logmsg(""Stopped streaming"");
-5.         break;
-4.       }
-3.     }
-2.     return -1;
-1.   case RCMD_IDLE:

/*Do nothing. Sit idle. Pretend it rains.*/

1.     return 0;
2.   }
3.   req->open = FALSE;
4.   if(req->testno < 0) {
5.     size_t msglen;
6.     char msgbuf[64];
7.     switch(req->testno) {
8.     case DOCNUMBER_QUIT:
9.       logmsg(""Replying to QUIT"");
10.       buffer = docquit;",Not Useful,0
/*write to file as well*/,"-10.     retry:
-9.     written = swrite(sock, buffer, num);
-8.     if(written < 0) {
-7.       if((EWOULDBLOCK == SOCKERRNO) || (EAGAIN == SOCKERRNO)) {
-6.         wait_ms(10);
-5.         goto retry;
-4.       }
-3.       sendfailure = TRUE;
-2.       break;
-1.     }

/*write to file as well*/

1.     fwrite(buffer, 1, (size_t)written, dump);
2.     count -= written;
3.     buffer += written;
4.     if(req->writedelay) {
5.       int quarters = req->writedelay * 4;
6.       logmsg(""Pausing %d seconds"", req->writedelay);
7.       while((quarters > 0) && !got_exit_signal) {
8.         quarters--;
9.         wait_ms(250);
10.       }",Not Useful,1
/*USE_UNIX_SOCKETS*/,"-6. #endif
-5. static enum {
-4.   socket_domain_inet = AF_INET
-3. #ifdef ENABLE_IPV6
-2.   , socket_domain_inet6 = AF_INET6
-1. #endif
#ifdef USE_UNIX_SOCKETS

/*USE_UNIX_SOCKETS*/

1.   , socket_domain_unix = AF_UNIX
2. #endif
3. } socket_domain = AF_INET;
4. static bool use_gopher = FALSE;
5. static int serverlogslocked = 0;
6. static bool is_proxy = FALSE;
7. #define REQBUFSIZ (2*1024*1024)",Not Useful,0
/*number of bytes to client*/,"-10. #define data_or_ctrl(x) ((x)?""DATA"":""CTRL"")
-9. #define CTRL  0
-8. #define DATA  1
-7. static void http_connect(curl_socket_t *infdp,
-6.                          curl_socket_t rootfd,
-5.                          const char *ipaddr,
-4.                          unsigned short ipport)
-3. {
-2.   curl_socket_t serverfd[2] = {CURL_SOCKET_BAD, CURL_SOCKET_BAD};
-1.   curl_socket_t clientfd[2] = {CURL_SOCKET_BAD, CURL_SOCKET_BAD};

/*number of bytes to client*/

111",Not Useful,1
/*number of bytes to server*/,"-10. #define CTRL  0
-9. #define DATA  1
-8. static void http_connect(curl_socket_t *infdp,
-7.                          curl_socket_t rootfd,
-6.                          const char *ipaddr,
-5.                          unsigned short ipport)
-4. {
-3.   curl_socket_t serverfd[2] = {CURL_SOCKET_BAD, CURL_SOCKET_BAD};
-2.   curl_socket_t clientfd[2] = {CURL_SOCKET_BAD, CURL_SOCKET_BAD};

/*number of bytes to server*/

1.   char readclient[2][256];
2.   char readserver[2][256];
3.   bool poll_client_rd[2] = { TRUE, TRUE };
4.   bool poll_server_rd[2] = { TRUE, TRUE };
5.   bool poll_client_wr[2] = { TRUE, TRUE };
6.   bool poll_server_wr[2] = { TRUE, TRUE };
7.   bool primary = FALSE;
8.   bool secondary = FALSE;",Not Useful,1
/*1000 ms*/,"-5.   max_tunnel_idx = CTRL;
-4.   primary = TRUE;
-3.   while(!got_exit_signal) {
-2.     fd_set input;
-1.     fd_set output;

/*1000 ms*/

1.     ssize_t rc;
2.     curl_socket_t maxfd = (curl_socket_t)-1;
3.     FD_ZERO(&input);
4.     FD_ZERO(&output);
5.     if((clientfd[DATA] == CURL_SOCKET_BAD) &&
6.        (serverfd[DATA] == CURL_SOCKET_BAD) &&
7.        poll_client_rd[CTRL] && poll_client_wr[CTRL] &&
8.        poll_server_rd[CTRL] && poll_server_wr[CTRL]) {
9.       /* listener socket is monitored to allow client to establish
10.          secondary tunnel only when this tunnel is not established",Not Useful,0
/*----------------------------------------------------------*/,"-2.       bool tcp_fin_wr = FALSE;
-1.       timeout_count = 0;

/*----------------------------------------------------------*/

111",Not Useful,1
/*----------------------------------------------------------*/,"-2.       bool tcp_fin_wr = FALSE;
-1.       timeout_count = 0;

/*----------------------------------------------------------*/

111",Not Useful,1
/*read from client*/,"-5.       for(i = 0; i <= max_tunnel_idx; i++) {
-4.         size_t len;
-3.         if(clientfd[i] != CURL_SOCKET_BAD) {
-2.           len = sizeof(readclient[i]) - tos[i];
-1.           if(len && FD_ISSET(clientfd[i], &input)) {

/*read from client*/

1.             rc = sread(clientfd[i], &readclient[i][tos[i]], len);
2.             if(rc <= 0) {
3.               logmsg(""[%s] got %zd, STOP READING client"", data_or_ctrl(i), rc);
4.               shutdown(clientfd[i], SHUT_RD);
5.               poll_client_rd[i] = FALSE;
6.             }
7.             else {
8.               logmsg(""[%s] READ %zd bytes from client"", data_or_ctrl(i), rc);
9.               logmsg(""[%s] READ \""%s\"""", data_or_ctrl(i),
10.                      data_to_hex(&readclient[i][tos[i]], rc));",Not Useful,1
/*read from server*/,"-10.               logmsg(""[%s] READ %zd bytes from client"", data_or_ctrl(i), rc);
-9.               logmsg(""[%s] READ \""%s\"""", data_or_ctrl(i),
-8.                      data_to_hex(&readclient[i][tos[i]], rc));
-7.               tos[i] += rc;
-6.             }
-5.           }
-4.         }
-3.         if(serverfd[i] != CURL_SOCKET_BAD) {
-2.           len = sizeof(readserver[i])-toc[i];
-1.           if(len && FD_ISSET(serverfd[i], &input)) {

/*read from server*/

1.             rc = sread(serverfd[i], &readserver[i][toc[i]], len);
2.             if(rc <= 0) {
3.               logmsg(""[%s] got %zd, STOP READING server"", data_or_ctrl(i), rc);
4.               shutdown(serverfd[i], SHUT_RD);
5.               poll_server_rd[i] = FALSE;
6.             }
7.             else {
8.               logmsg(""[%s] READ %zd bytes from server"", data_or_ctrl(i), rc);
9.               logmsg(""[%s] READ \""%s\"""", data_or_ctrl(i),
10.                      data_to_hex(&readserver[i][toc[i]], rc));",Not Useful,1
/*write to client*/,"-10.             else {
-9.               logmsg(""[%s] READ %zd bytes from server"", data_or_ctrl(i), rc);
-8.               logmsg(""[%s] READ \""%s\"""", data_or_ctrl(i),
-7.                      data_to_hex(&readserver[i][toc[i]], rc));
-6.               toc[i] += rc;
-5.             }
-4.           }
-3.         }
-2.         if(clientfd[i] != CURL_SOCKET_BAD) {
-1.           if(toc[i] && FD_ISSET(clientfd[i], &output)) {

/*write to client*/

1.             rc = swrite(clientfd[i], readserver[i], toc[i]);
2.             if(rc <= 0) {
3.               logmsg(""[%s] got %zd, STOP WRITING client"", data_or_ctrl(i), rc);
4.               shutdown(clientfd[i], SHUT_WR);
5.               poll_client_wr[i] = FALSE;
6.               tcp_fin_wr = TRUE;
7.             }
8.             else {
9.               logmsg(""[%s] SENT %zd bytes to client"", data_or_ctrl(i), rc);
10.               logmsg(""[%s] SENT \""%s\"""", data_or_ctrl(i),",Not Useful,1
/*write to server*/,"-10.               logmsg(""[%s] SENT \""%s\"""", data_or_ctrl(i),
-9.                      data_to_hex(readserver[i], rc));
-8.               if(toc[i] - rc)
-7.                 memmove(&readserver[i][0], &readserver[i][rc], toc[i]-rc);
-6.               toc[i] -= rc;
-5.             }
-4.           }
-3.         }
-2.         if(serverfd[i] != CURL_SOCKET_BAD) {
-1.           if(tos[i] && FD_ISSET(serverfd[i], &output)) {

/*write to server*/

1.             rc = swrite(serverfd[i], readclient[i], tos[i]);
2.             if(rc <= 0) {
3.               logmsg(""[%s] got %zd, STOP WRITING server"", data_or_ctrl(i), rc);
4.               shutdown(serverfd[i], SHUT_WR);
5.               poll_server_wr[i] = FALSE;
6.               tcp_fin_wr = TRUE;
7.             }
8.             else {
9.               logmsg(""[%s] SENT %zd bytes to server"", data_or_ctrl(i), rc);
10.               logmsg(""[%s] SENT \""%s\"""", data_or_ctrl(i),",Not Useful,1
/*----------------------------------------------------------*/,"-2.       bool tcp_fin_wr = FALSE;
-1.       timeout_count = 0;

/*----------------------------------------------------------*/

111",Not Useful,1
/*----------------------------------------------------------*/,"-2.       bool tcp_fin_wr = FALSE;
-1.       timeout_count = 0;

/*----------------------------------------------------------*/

111",Not Useful,1
/*(rc > 0)*/,"-10.         }
-9.       }
-8.     }
-7.     if(got_exit_signal)
-6.       break;
-5.     do {
-4.       rc = select((int)maxfd + 1, &input, &output, NULL, &timeout);
-3.     } while(rc < 0 && errno == EINTR && !got_exit_signal);
-2.     if(got_exit_signal)
-1.       break;
    if(rc > 0) {

/*(rc > 0)*/

111",Not Useful,1
/*left to implement*/,"-10.        (clientfd[i] != CURL_SOCKET_BAD)) {
-9.       logmsg(""[%s] ABORTING"", data_or_ctrl(i));
-8.     }
-7.   }
-6.   *infdp = CURL_SOCKET_BAD;
-5. }
-4. static void http2(struct httprequest *req)
-3. {
-2.   (void)req;
-1.   logmsg(""switched to http2"");

/*left to implement*/

1. }",Not Useful,0
/*nothing to accept*/,"-10.   }
-9.   msgsock = accept(sock, NULL, NULL);
-8.   if(got_exit_signal) {
-7.     if(CURL_SOCKET_BAD != msgsock)
-6.       sclose(msgsock);
-5.     return CURL_SOCKET_BAD;
-4.   }
-3.   if(CURL_SOCKET_BAD == msgsock) {
-2.     error = SOCKERRNO;
-1.     if(EAGAIN == error || EWOULDBLOCK == error) {

/*nothing to accept*/

1.       return 0;
2.     }
3.     logmsg(""MAJOR ERROR: accept() failed with error: (%d) %s"",
4.            error, strerror(error));
5.     return CURL_SOCKET_BAD;
6.   }
7.   if(0 != curlx_nonblock(msgsock, TRUE)) {
8.     error = SOCKERRNO;
9.     logmsg(""curlx_nonblock failed with error: (%d) %s"",
10.            error, strerror(error));",Not Useful,0
/*bounce treatment requested*/,"-4.       return rc;
-3.     }
-2.   }
-1.   if(prevbounce) {

/*bounce treatment requested*/

1.     if((req->testno == prevtestno) &&
2.        (req->partno == prevpartno)) {
3.       req->partno++;
4.       logmsg(""BOUNCE part number to %ld"", req->partno);
5.     }
6.     else {
7.       prevbounce = FALSE;
8.       prevtestno = -1;
9.       prevpartno = -1;
10.     }",Not Useful,0
